job_id,job_title,company,location,company_size,industry,experience_required,education,posted_date,skills,salary,applications,views
JOB_005738,Python Developer,Microsoft,Mumbai,Small,Healthcare,13,PhD,2026-08-30 15:09:05.917731,"Agile,Django,PostgreSQL",12.32,165,4982
JOB_005739,Data Scientist,Meta,Mumbai,Small,Healthcare,7,Master,2025-09-29 15:09:05.917732,"MongoDB,Python,Deep Learning,GCP,Scikit-learn,Hadoop",15.03,145,3376
JOB_005740,Frontend Developer,Paytm,Mumbai,Enterprise,Finance,5,Bachelor,2025-12-24 15:09:05.917734,"Node.js,Deep Learning,Linux,Pandas,Leadership,Statistics",13.63,377,4964
JOB_005741,Cloud Engineer,TCS,Kolkata,Small,Healthcare,14,Bootcamp,2026-02-14 15:09:05.917735,"Machine Learning,Excel,Pandas,NumPy,Azure,Python",15.48,57,3714
JOB_005742,DevOps Engineer,HCL,Pune,Small,Healthcare,1,Diploma,2026-05-27 15:09:05.917736,"GraphQL,Agile,Power BI,Communication,Docker,Angular,Kafka",11.03,248,2363
JOB_005743,Full Stack Developer,IBM,Hyderabad,Enterprise,Manufacturing,6,Master,2026-01-18 15:09:05.917738,"Communication,Machine Learning,Agile,R,Hadoop,Python",15.43,140,1137
JOB_005744,AI/ML Engineer,Startup_A,Kolkata,Startup,Logistics,11,Diploma,2026-03-10 15:09:05.917739,"AWS,SQL,Pandas,PyTorch,REST API,Hadoop,JIRA",15.59,406,1259
JOB_005745,Analytics Engineer,Startup_D,Delhi,Large,Logistics,9,Diploma,2026-03-26 15:09:05.917740,"GraphQL,Problem Solving,SQL,Angular,Spark",18.32,399,2389
JOB_005746,Senior Developer,Accenture,Bangalore,Small,Manufacturing,6,Bachelor,2025-11-24 15:09:05.917748,"Hadoop,SQL,FastAPI,Python,Java,GCP",21.66,341,3048
JOB_005747,Backend Engineer,Accenture,Noida,Enterprise,Consulting,3,Master,2025-09-30 15:09:05.917750,"Git,JavaScript,Tableau,NumPy,AWS,Node.js,GCP",13.67,199,2839
JOB_005748,Senior Developer,IBM,Pune,Mid,Consulting,7,PhD,2025-12-01 15:09:05.917752,"NumPy,GCP",22.55,499,1775
JOB_005749,Full Stack Developer,Paytm,Jaipur,Mid,Manufacturing,14,Bachelor,2026-08-02 15:09:05.917753,"Python,Power BI,R,Node.js,GraphQL,PyTorch,REST API,Communication",15.61,437,1956
JOB_005750,AI/ML Engineer,Uber,Bangalore,Small,E-commerce,2,Master,2026-02-16 15:09:05.917754,"Python,Spark,JavaScript,Java,Kafka,JIRA",12.54,480,1626
JOB_005751,Business Analyst,Startup_E,Bangalore,Large,Logistics,12,PhD,2026-07-15 15:09:05.917756,"Azure,PostgreSQL,MongoDB,Statistics,Git,SQL,Machine Learning,Kubernetes",17.98,196,4784
JOB_005752,Python Developer,Startup_C,Bangalore,Enterprise,Finance,8,Diploma,2026-05-14 15:09:05.917757,"Tableau,PyTorch",15.18,376,3985
JOB_005753,Technical Lead,Startup_D,Noida,Enterprise,Consulting,14,Bootcamp,2026-01-20 15:09:05.917758,"GraphQL,Scikit-learn,Kubernetes,Linux,SQL,R",37.69,42,3970
JOB_005754,Junior Developer,Startup_A,Gurugram,Enterprise,Healthcare,13,Bootcamp,2026-05-25 15:09:05.917760,"REST API,React,Statistics,Deep Learning,GraphQL",12.97,93,2364
JOB_005755,DevOps Engineer,Google,Chennai,Enterprise,Technology,14,Bachelor,2026-08-10 15:09:05.917761,"Azure,JIRA,Power BI,Node.js,GCP,REST API,Java",20.85,107,489
JOB_005756,Python Developer,Capgemini,Jaipur,Enterprise,Healthcare,11,PhD,2026-04-29 15:09:05.917763,"Kafka,TensorFlow,Angular,SQL,PyTorch,React",14.69,332,4924
JOB_005757,Business Analyst,Accenture,Chennai,Large,Technology,10,PhD,2025-11-19 15:09:05.917764,"Kubernetes,Machine Learning,Kafka,MongoDB,Deep Learning,React",15.37,60,551
JOB_005758,Machine Learning Engineer,Amazon,Chennai,Enterprise,Logistics,4,Bootcamp,2025-12-17 15:09:05.917765,"GCP,NumPy,Git,REST API,Statistics",15.49,172,4000
JOB_005759,Python Developer,Uber,Mumbai,Large,Manufacturing,2,PhD,2026-02-24 15:09:05.917766,"Azure,Git,Hadoop,PostgreSQL",9.63,445,4834
JOB_005760,Full Stack Developer,Cognizant,Pune,Large,Logistics,8,Master,2026-05-13 15:09:05.917768,"GCP,Leadership,Power BI,Agile",15.8,154,4615
JOB_005761,Data Engineer,Startup_E,Jaipur,Large,Manufacturing,13,Master,2026-06-17 15:09:05.917769,"Kubernetes,Agile,Communication",17.27,155,3898
JOB_005762,Cloud Engineer,IBM,Delhi,Mid,Education,1,Bootcamp,2026-09-19 15:09:05.917770,"Kubernetes,Hadoop,R,Python,JavaScript,Deep Learning,Tableau,Linux",12.91,454,2006
JOB_005763,Technical Lead,Swiggy,Delhi,Startup,Education,1,Diploma,2025-09-23 15:09:05.917772,"FastAPI,Tableau,Spark,Statistics,Angular,SQL",15.12,89,379
JOB_005764,Analytics Engineer,Infosys,Jaipur,Small,Manufacturing,2,Diploma,2026-09-18 15:09:05.917773,"React,Pandas,MongoDB,GraphQL",6.04,195,2222
JOB_005765,Data Engineer,Capgemini,Kolkata,Mid,Manufacturing,8,Diploma,2025-11-30 15:09:05.917774,"Azure,TensorFlow,Excel",10.65,268,2008
JOB_005766,Machine Learning Engineer,Microsoft,Pune,Startup,Finance,10,Bootcamp,2025-12-28 15:09:05.917776,"REST API,Node.js,GraphQL,Tableau",16.58,447,4450
JOB_005767,Cloud Engineer,Cognizant,Gurugram,Mid,Finance,9,Bachelor,2026-07-23 15:09:05.917777,"Kubernetes,R,JavaScript",19.29,58,1521
JOB_005768,Software Engineer,Amazon,Pune,Large,Logistics,2,PhD,2025-12-29 15:09:05.917778,"AWS,Agile,Power BI,Node.js,JavaScript,Java,Scikit-learn,SQL",10.82,80,4215
JOB_005769,Python Developer,TCS,Mumbai,Large,Manufacturing,4,Master,2026-09-18 15:09:05.917780,"Communication,Pandas,Spark,Tableau,SQL,Scikit-learn,Statistics,Hadoop",12.43,366,4023
JOB_005770,Cloud Engineer,OYO,Delhi,Enterprise,Education,8,Master,2026-03-13 15:09:05.917781,"Azure,Kubernetes,Hadoop,Problem Solving",20.49,330,1019
JOB_005771,Product Manager,Paytm,Hyderabad,Large,Finance,9,Bachelor,2025-10-21 15:09:05.917783,"MongoDB,GraphQL,Kubernetes",22.96,459,363
JOB_005772,Technical Lead,Airbnb,Delhi,Mid,Manufacturing,5,PhD,2026-06-08 15:09:05.917784,"Django,PostgreSQL,SQL,JIRA,Spark",23.9,293,4499
JOB_005773,Senior Developer,Startup_B,Kolkata,Small,Technology,5,Diploma,2025-10-04 15:09:05.917785,"Machine Learning,Problem Solving,SQL,Spark",16.58,208,453
JOB_005774,AI/ML Engineer,Capgemini,Gurugram,Large,Technology,10,Master,2026-04-13 15:09:05.917787,"PyTorch,JavaScript,SQL,TensorFlow,AWS,Django,GraphQL",26.34,149,1646
JOB_005775,Junior Developer,Flipkart,Pune,Startup,E-commerce,0,Diploma,2026-02-24 15:09:05.917788,"JIRA,Problem Solving",4.36,435,1843
JOB_005776,Business Analyst,Airbnb,Bangalore,Mid,Logistics,10,Diploma,2026-03-20 15:09:05.917790,"Communication,R,Node.js,Java,Django,MongoDB,Statistics",15.5,145,1067
JOB_005777,Full Stack Developer,HCL,Delhi,Startup,Finance,1,Bootcamp,2026-07-29 15:09:05.917791,"Machine Learning,Java,Linux",7.46,122,1686
JOB_005778,Machine Learning Engineer,Swiggy,Mumbai,Enterprise,Finance,8,Bootcamp,2026-07-04 15:09:05.917792,"GraphQL,MongoDB,Excel,Tableau,PostgreSQL",23.11,368,1992
JOB_005779,AI/ML Engineer,Startup_D,Jaipur,Enterprise,E-commerce,7,PhD,2026-02-15 15:09:05.917794,"SQL,Leadership,Angular,Scikit-learn,Communication,Machine Learning,Hadoop",19.01,481,1016
JOB_005780,Data Scientist,HCL,Mumbai,Small,Healthcare,1,Master,2025-10-23 15:09:05.917795,"Tableau,GraphQL,Pandas,REST API,R",11.3,467,1853
JOB_005781,Frontend Developer,Startup_A,Bangalore,Mid,Technology,4,Bootcamp,2025-11-26 15:09:05.917797,"Java,Spark,PyTorch,SQL",10.39,139,3079
JOB_005782,Solutions Architect,Microsoft,Jaipur,Small,Healthcare,4,PhD,2026-05-15 15:09:05.917798,"Node.js,Communication",11.57,218,1611
JOB_005783,Junior Developer,Flipkart,Noida,Startup,Consulting,5,Bachelor,2026-05-11 15:09:05.917800,"Git,JavaScript,Django,React",6.45,460,3956
JOB_005784,Data Engineer,Startup_E,Jaipur,Small,E-commerce,3,Diploma,2025-12-21 15:09:05.917801,"Machine Learning,Pandas,SQL,Leadership,REST API,NumPy",9.07,405,4585
JOB_005785,Software Engineer,Apple,Mumbai,Startup,Consulting,8,Master,2026-02-17 15:09:05.917803,"Git,REST API,Java,PyTorch,Kafka,MongoDB",13.38,191,161
JOB_005786,AI/ML Engineer,Meta,Hyderabad,Small,Manufacturing,4,Master,2025-12-06 15:09:05.917804,"Pandas,NumPy",12.26,296,4155
JOB_005787,Frontend Developer,Microsoft,Noida,Enterprise,Logistics,3,PhD,2026-03-18 15:09:05.917806,"Spark,Docker,PostgreSQL,React",10.66,495,3419
JOB_005788,Solutions Architect,Uber,Mumbai,Mid,Consulting,13,Bootcamp,2025-11-12 15:09:05.917807,"Git,NumPy,MongoDB,JIRA,AWS,REST API,Statistics",30.95,361,703
JOB_005789,Backend Engineer,Amazon,Mumbai,Small,Logistics,8,Diploma,2026-05-03 15:09:05.917808,"Communication,FastAPI,MongoDB,R,Tableau",15.3,102,3404
JOB_005790,Python Developer,Flipkart,Chennai,Startup,Finance,1,Diploma,2025-10-08 15:09:05.917809,"Communication,Azure,SQL,Tableau,JavaScript,Kafka",7.02,97,1501
JOB_005791,Solutions Architect,Startup_D,Gurugram,Mid,Healthcare,10,Master,2026-03-02 15:09:05.917811,"Node.js,Machine Learning,R",24.21,313,4980
JOB_005792,Cloud Engineer,TCS,Pune,Enterprise,Finance,10,Master,2026-06-09 15:09:05.917812,"React,Git,Java,Spark,Azure",22.93,58,2344
JOB_005793,Python Developer,Paytm,Gurugram,Enterprise,Manufacturing,1,Diploma,2026-02-22 15:09:05.917813,"Azure,Excel,Tableau,Linux,Power BI,Java,Deep Learning,TensorFlow",10.91,117,4004
JOB_005794,Frontend Developer,Startup_A,Bangalore,Large,Logistics,12,Bachelor,2025-12-13 15:09:05.917815,"FastAPI,SQL,Statistics,R,Linux",20.63,156,3336
JOB_005795,Machine Learning Engineer,Startup_A,Mumbai,Mid,Logistics,2,PhD,2025-12-10 15:09:05.917816,"Django,React,NumPy",10.79,228,1984
JOB_005796,Solutions Architect,TCS,Bangalore,Small,E-commerce,9,Bachelor,2026-01-17 15:09:05.917818,"Azure,SQL,Scikit-learn,Machine Learning,Angular,Docker",23.58,135,831
JOB_005797,DevOps Engineer,Amazon,Delhi,Enterprise,Education,3,Bootcamp,2026-06-22 15:09:05.917819,"Machine Learning,Power BI,Python,Communication,Pandas,PostgreSQL,Node.js,Hadoop",16.36,346,4891
JOB_005798,Senior Developer,Wipro,Kolkata,Small,Finance,11,Bachelor,2026-03-16 15:09:05.917820,"Git,TensorFlow,Machine Learning,Node.js,Python,Deep Learning,Angular,Pandas",23.57,24,3301
JOB_005799,Senior Developer,Infosys,Bangalore,Small,Consulting,9,Bachelor,2025-12-09 15:09:05.917821,"Azure,AWS,Python",22.18,18,3667
JOB_005800,DevOps Engineer,OYO,Pune,Startup,Manufacturing,8,Bootcamp,2025-12-11 15:09:05.917823,"Node.js,Spark,PyTorch,React,Power BI,MongoDB",14.97,329,1887
JOB_005801,Junior Developer,Infosys,Bangalore,Small,Consulting,12,PhD,2026-01-17 15:09:05.917824,"Communication,JavaScript,GCP",10.16,474,3976
JOB_005802,Analytics Engineer,IBM,Chennai,Large,Healthcare,4,Diploma,2026-05-15 15:09:05.917826,"Statistics,TensorFlow,NumPy,Problem Solving,Django,FastAPI,Kubernetes,Python",12.04,464,1322
JOB_005803,Machine Learning Engineer,Flipkart,Noida,Mid,Healthcare,1,Bachelor,2026-04-17 15:09:05.917827,"Power BI,NumPy,Java,REST API,Communication",10.05,140,3622
JOB_005804,Solutions Architect,Infosys,Delhi,Mid,E-commerce,2,PhD,2025-11-30 15:09:05.917829,"SQL,Node.js,Leadership,Spark,PyTorch,Docker,Angular",21.01,352,3202
JOB_005805,Junior Developer,HCL,Chennai,Startup,Healthcare,7,Bootcamp,2026-03-29 15:09:05.917830,"Kafka,Python,PyTorch,Power BI,Agile,GCP",6.32,194,2624
JOB_005806,Senior Developer,Meta,Mumbai,Large,Technology,5,PhD,2025-09-25 15:09:05.917831,"React,Agile,R,NumPy,Leadership,Java,Communication",21.44,406,1227
JOB_005807,Product Manager,Startup_B,Chennai,Large,Finance,12,Bachelor,2026-03-02 15:09:05.917833,"React,Excel,PostgreSQL",25.19,251,2332
JOB_005808,Senior Developer,Startup_B,Hyderabad,Mid,Manufacturing,4,Diploma,2026-07-13 15:09:05.917834,"Communication,AWS,JIRA,Problem Solving,JavaScript,Power BI",19.1,363,4007
JOB_005809,Python Developer,TCS,Mumbai,Large,Manufacturing,3,Bootcamp,2025-10-19 15:09:05.917836,"Machine Learning,Tableau,Azure,Problem Solving",11.96,344,3925
JOB_005810,Junior Developer,Infosys,Kolkata,Enterprise,Consulting,3,Bootcamp,2026-07-23 15:09:05.917838,"Angular,Excel,Scikit-learn,Machine Learning,Power BI,React,REST API,NumPy",8.91,20,1463
JOB_005811,Business Analyst,Uber,Chennai,Small,Technology,7,Bachelor,2026-05-27 15:09:05.917839,"Statistics,React,Leadership,R",8.98,458,4415
JOB_005812,Python Developer,Cognizant,Noida,Small,E-commerce,11,PhD,2026-02-05 15:09:05.917840,"Scikit-learn,Communication,Statistics,React",13.35,192,2977
JOB_005813,Data Engineer,Startup_B,Kolkata,Mid,Consulting,5,Diploma,2025-09-28 15:09:05.917841,"Angular,Git,Excel,Tableau",9.33,78,2081
JOB_005814,Solutions Architect,Swiggy,Bangalore,Mid,Technology,4,Bootcamp,2026-07-01 15:09:05.917843,"Scikit-learn,Git",18.69,152,2463
JOB_005815,Technical Lead,Flipkart,Chennai,Large,Manufacturing,4,Bachelor,2026-08-01 15:09:05.917844,"FastAPI,R",19.62,142,4773
JOB_005816,Technical Lead,Startup_E,Delhi,Startup,Technology,5,Bachelor,2026-06-04 15:09:05.917845,"FastAPI,Python,Linux,AWS,Agile",18.21,38,3483
JOB_005817,Solutions Architect,Unacademy,Gurugram,Mid,Manufacturing,14,Master,2026-01-04 15:09:05.917847,"Django,Git,Statistics,Hadoop,Node.js",28.37,119,1512
JOB_005818,Business Analyst,Microsoft,Bangalore,Mid,Consulting,12,Master,2026-02-28 15:09:05.917848,"Python,Agile,Machine Learning,Azure,MongoDB,REST API",16.57,362,4010
JOB_005819,Python Developer,Meta,Jaipur,Mid,Finance,10,PhD,2026-04-01 15:09:05.917849,"Agile,React,Kafka",11.25,192,3031
JOB_005820,Business Analyst,Unacademy,Hyderabad,Large,Finance,10,Bachelor,2025-12-14 15:09:05.917851,"Spark,JavaScript,Machine Learning,Pandas,Power BI,Scikit-learn",11.88,470,192
JOB_005821,Senior Developer,Infosys,Delhi,Enterprise,Education,2,PhD,2025-11-11 15:09:05.917852,"Statistics,Hadoop,Pandas,Scikit-learn,Git",16.19,344,2077
JOB_005822,Junior Developer,IBM,Delhi,Mid,Logistics,6,PhD,2025-09-30 15:09:05.917853,"Linux,Docker,GraphQL,Kafka,REST API,Kubernetes,SQL",10.89,303,4092
JOB_005823,Full Stack Developer,Capgemini,Kolkata,Enterprise,Technology,0,Diploma,2025-10-06 15:09:05.917855,"Leadership,NumPy,Docker,Pandas,Spark,AWS,TensorFlow,Kafka",8.12,153,1416
JOB_005824,Senior Developer,Paytm,Gurugram,Large,Finance,4,Master,2025-09-25 15:09:05.917856,"Spark,MongoDB,AWS",19.47,466,3984
JOB_005825,Solutions Architect,Cognizant,Noida,Startup,Manufacturing,5,PhD,2026-08-26 15:09:05.917857,"Node.js,Agile,GraphQL",14.29,497,1914
JOB_005826,Technical Lead,Cognizant,Kolkata,Small,Logistics,12,Diploma,2026-07-01 15:09:05.917859,"PostgreSQL,NumPy,GCP,Excel,JavaScript",20.63,61,4452
JOB_005827,Full Stack Developer,Startup_E,Gurugram,Small,Technology,13,Diploma,2026-03-06 15:09:05.917860,"TensorFlow,Kubernetes",13.94,67,4167
JOB_005828,Product Manager,Wipro,Chennai,Small,Technology,14,Master,2025-10-31 15:09:05.917861,"Pandas,Agile,Spark",20.11,289,4351
JOB_005829,Product Manager,Airbnb,Hyderabad,Small,E-commerce,1,Master,2026-09-19 15:09:05.917863,"TensorFlow,Pandas",11.33,200,3394
JOB_005830,Technical Lead,Swiggy,Bangalore,Large,E-commerce,1,Bachelor,2026-08-06 15:09:05.917864,"Kubernetes,Scikit-learn,Angular,Hadoop,NumPy",22.18,130,2974
JOB_005831,Software Engineer,Paytm,Delhi,Small,Consulting,8,PhD,2026-07-09 15:09:05.917865,"Git,Problem Solving,PostgreSQL,REST API",11.25,240,2613
JOB_005832,Python Developer,Google,Noida,Large,Technology,1,Diploma,2026-01-23 15:09:05.917867,"Leadership,Docker,Machine Learning,AWS,Tableau,Kafka,Excel,Spark",11.08,346,303
JOB_005833,Python Developer,Swiggy,Kolkata,Startup,E-commerce,2,Bachelor,2025-11-18 15:09:05.917868,"AWS,Git,Linux,FastAPI,Angular,JIRA",6.87,397,4478
JOB_005834,Product Manager,Accenture,Hyderabad,Mid,Manufacturing,0,PhD,2026-02-11 15:09:05.917869,"Java,Django,Problem Solving,Docker,Tableau,Spark,React",14.4,17,1262
JOB_005835,Business Analyst,Amazon,Bangalore,Mid,Logistics,8,PhD,2026-08-07 15:09:05.917871,"Problem Solving,TensorFlow,Git,Node.js,Scikit-learn",14.45,175,749
JOB_005836,Frontend Developer,Airbnb,Hyderabad,Mid,Consulting,0,Bachelor,2026-08-20 15:09:05.917872,"AWS,Leadership,REST API,Tableau,GCP,Python,FastAPI",9.0,182,2068
JOB_005837,Business Analyst,Accenture,Delhi,Large,Finance,3,Diploma,2026-05-10 15:09:05.917873,"Excel,Power BI",10.18,369,2934
JOB_005838,Python Developer,Amazon,Chennai,Large,Technology,6,Bachelor,2026-05-31 15:09:05.917875,"GCP,Communication,JavaScript",12.4,72,2128
JOB_005839,Machine Learning Engineer,Paytm,Noida,Large,E-commerce,1,PhD,2026-03-16 15:09:05.917876,"Communication,JIRA,Tableau,REST API,Kafka,Agile,Spark,Python",14.38,376,177
JOB_005840,Machine Learning Engineer,TCS,Gurugram,Startup,Finance,7,Bachelor,2026-08-12 15:09:05.917877,"Power BI,Java",11.1,357,1926
JOB_005841,Full Stack Developer,Flipkart,Jaipur,Enterprise,Technology,12,Bachelor,2025-11-14 15:09:05.917879,"PostgreSQL,FastAPI,Git,Problem Solving,Scikit-learn,Kubernetes,Docker,Tableau",15.9,287,3789
JOB_005842,AI/ML Engineer,Infosys,Noida,Large,Consulting,7,PhD,2026-09-02 15:09:05.917880,"JIRA,R,Node.js,SQL,Spark",22.4,208,3910
JOB_005843,AI/ML Engineer,TCS,Gurugram,Large,Technology,11,Master,2026-03-09 15:09:05.917881,"Power BI,FastAPI",20.0,266,4114
JOB_005844,Cloud Engineer,OYO,Kolkata,Mid,E-commerce,13,Diploma,2026-02-28 15:09:05.917883,"Git,Python,SQL,Machine Learning,MongoDB,FastAPI,Kafka",16.64,191,525
JOB_005845,Product Manager,Swiggy,Chennai,Small,Finance,2,PhD,2025-11-11 15:09:05.917884,"FastAPI,Deep Learning,SQL",12.67,176,3959
JOB_005846,Frontend Developer,Infosys,Gurugram,Small,Technology,3,Master,2025-10-21 15:09:05.917885,"Linux,Problem Solving",11.05,358,705
JOB_005847,Full Stack Developer,Swiggy,Chennai,Startup,Technology,10,Bachelor,2025-12-29 15:09:05.917887,"JIRA,GraphQL,REST API",8.71,150,1715
JOB_005848,AI/ML Engineer,Startup_B,Hyderabad,Small,Manufacturing,6,Master,2026-04-28 15:09:05.917888,"PyTorch,Docker,Hadoop,Excel,Pandas,Java",11.7,157,4481
JOB_005849,AI/ML Engineer,HCL,Noida,Enterprise,Consulting,4,PhD,2025-09-22 15:09:05.917889,"Python,TensorFlow,REST API,JavaScript,Leadership,Scikit-learn,Git,GCP",21.8,37,4110
JOB_005850,Backend Engineer,Cognizant,Noida,Mid,Education,4,PhD,2025-11-20 15:09:05.917891,"Kubernetes,AWS,JIRA,GraphQL,FastAPI,SQL",11.25,454,3738
JOB_005851,DevOps Engineer,HCL,Delhi,Startup,Technology,1,Bachelor,2026-08-23 15:09:05.917892,"SQL,GraphQL,Problem Solving,Statistics,Linux",10.13,67,4100
JOB_005852,Data Scientist,Uber,Noida,Small,Education,5,PhD,2026-06-24 15:09:05.917894,"GCP,Power BI,Azure,Python,Spark",13.72,292,1789
JOB_005853,Solutions Architect,Infosys,Hyderabad,Small,Education,3,Bootcamp,2025-10-29 15:09:05.917895,"Git,GraphQL,Java,MongoDB",18.4,256,888
JOB_005854,Frontend Developer,Uber,Delhi,Mid,Finance,4,Master,2026-01-11 15:09:05.917896,"Python,SQL,Linux",10.84,173,918
JOB_005855,Software Engineer,Startup_E,Chennai,Startup,Healthcare,14,Bootcamp,2026-02-09 15:09:05.917898,"PyTorch,Kubernetes,PostgreSQL,R,TensorFlow",12.64,92,4738
JOB_005856,Solutions Architect,Unacademy,Mumbai,Mid,Consulting,10,Bootcamp,2026-09-16 15:09:05.917899,"Angular,TensorFlow,Git,Scikit-learn,FastAPI,Statistics,Deep Learning",30.03,304,3563
JOB_005857,Cloud Engineer,Apple,Gurugram,Startup,Education,4,Master,2026-06-10 15:09:05.917900,"PyTorch,Hadoop,React,JIRA,Scikit-learn,Leadership",9.83,314,1807
JOB_005858,Solutions Architect,Meta,Bangalore,Small,Finance,1,PhD,2025-10-20 15:09:05.917901,"Machine Learning,GraphQL,PostgreSQL",15.76,90,2716
JOB_005859,Full Stack Developer,Uber,Chennai,Mid,Consulting,7,Master,2025-12-30 15:09:05.917903,"SQL,JIRA,AWS,Hadoop,Power BI,MongoDB,Python",11.34,356,2346
JOB_005860,DevOps Engineer,Wipro,Hyderabad,Mid,Manufacturing,10,Bachelor,2026-04-28 15:09:05.917904,"Docker,Problem Solving,Excel,Communication",17.86,192,3903
JOB_005861,Backend Engineer,Unacademy,Chennai,Enterprise,E-commerce,0,Bootcamp,2026-06-14 15:09:05.917905,"Deep Learning,R",8.34,255,1115
JOB_005862,Analytics Engineer,Startup_E,Bangalore,Mid,Education,13,Bootcamp,2026-09-04 15:09:05.917907,"Problem Solving,React,Communication,Node.js",19.81,295,4531
JOB_005863,Python Developer,Amazon,Hyderabad,Startup,Healthcare,1,PhD,2025-11-19 15:09:05.917908,"Git,Java,NumPy,Hadoop,Communication,Statistics,GraphQL,TensorFlow",7.07,322,1672
JOB_005864,Technical Lead,Startup_A,Noida,Enterprise,E-commerce,6,Master,2026-01-03 15:09:05.917909,"FastAPI,Git,GraphQL,Hadoop",25.55,429,4073
JOB_005865,Data Scientist,Amazon,Chennai,Mid,Consulting,14,Diploma,2025-12-31 15:09:05.917911,"Docker,Git,Problem Solving,Django,GraphQL,Kafka",19.05,453,2738
JOB_005866,Product Manager,Accenture,Gurugram,Mid,Education,14,PhD,2025-09-29 15:09:05.917912,"Pandas,Statistics,FastAPI,Deep Learning,R,REST API",30.32,161,3969
JOB_005867,Software Engineer,HCL,Kolkata,Enterprise,Logistics,6,PhD,2026-05-26 15:09:05.917913,"Tableau,Angular,MongoDB,React,JIRA,Pandas",13.98,237,4455
JOB_005868,Data Scientist,Swiggy,Noida,Small,Manufacturing,1,PhD,2025-11-11 15:09:05.917915,"PyTorch,Linux",8.95,405,3836
JOB_005869,Analytics Engineer,Microsoft,Noida,Mid,Education,0,Master,2026-06-27 15:09:05.917916,"FastAPI,PostgreSQL,Statistics,Docker,Azure,Kafka,Communication",9.86,41,1026
JOB_005870,Solutions Architect,Startup_D,Mumbai,Large,Healthcare,13,PhD,2025-10-11 15:09:05.917917,"Docker,Deep Learning",33.36,241,4211
JOB_005871,Python Developer,Airbnb,Kolkata,Small,Technology,14,Bachelor,2026-09-03 15:09:05.917919,"Django,PyTorch",11.26,86,2801
JOB_005872,Business Analyst,Startup_D,Pune,Mid,Healthcare,12,Bachelor,2026-03-21 15:09:05.917920,"JavaScript,Node.js,Angular,Problem Solving,Kafka,Pandas,JIRA",14.71,159,3844
JOB_005873,AI/ML Engineer,Amazon,Kolkata,Small,Manufacturing,9,Bootcamp,2026-05-22 15:09:05.917921,"Kubernetes,Angular,Node.js,Azure",14.81,236,1615
JOB_005874,Backend Engineer,Startup_C,Mumbai,Startup,Finance,0,Bootcamp,2025-10-21 15:09:05.917922,"Spark,REST API,NumPy,PyTorch,Java",8.33,361,3184
JOB_005875,Data Scientist,Startup_C,Jaipur,Small,Finance,13,Master,2026-09-21 15:09:05.917924,"Python,Git,Machine Learning,Power BI,Problem Solving",16.29,462,3030
JOB_005876,Frontend Developer,Microsoft,Bangalore,Enterprise,Manufacturing,0,Diploma,2026-07-03 15:09:05.917925,"JavaScript,Machine Learning,Agile,Java,Leadership,GCP,TensorFlow",10.87,197,1555
JOB_005877,Junior Developer,Unacademy,Mumbai,Mid,Manufacturing,5,Bootcamp,2026-08-08 15:09:05.917926,"Statistics,Python,Node.js,REST API,React",8.24,195,3577
JOB_005878,Software Engineer,Cognizant,Jaipur,Small,Manufacturing,9,Bootcamp,2026-05-03 15:09:05.917928,"Kubernetes,Communication,AWS,GCP,Leadership,GraphQL,Pandas",9.92,313,1076
JOB_005879,Backend Engineer,Microsoft,Delhi,Large,Healthcare,11,Bootcamp,2026-03-01 15:09:05.917929,"Django,Problem Solving,Python,Deep Learning,Hadoop,GCP,TensorFlow,Communication",21.26,30,1259
JOB_005880,Full Stack Developer,Cognizant,Noida,Startup,Healthcare,6,Bootcamp,2026-03-25 15:09:05.917930,"Machine Learning,React,PyTorch,Django,Leadership",9.16,91,2605
JOB_005881,Technical Lead,Microsoft,Pune,Startup,Logistics,1,PhD,2025-10-14 15:09:05.917932,"Leadership,Excel,JIRA,Docker",12.66,458,2606
JOB_005882,Senior Developer,Infosys,Mumbai,Small,Logistics,14,Bootcamp,2026-03-03 15:09:05.917933,"AWS,Communication,Power BI,Git,REST API,Machine Learning,Java,Pandas",27.59,161,284
JOB_005883,Backend Engineer,Startup_D,Gurugram,Enterprise,Healthcare,5,Master,2026-02-26 15:09:05.917934,"NumPy,Excel,Machine Learning,TensorFlow,JIRA",16.56,451,1336
JOB_005884,Data Scientist,Startup_A,Pune,Startup,Logistics,3,PhD,2025-11-25 15:09:05.917936,"Docker,Azure,Node.js,Python,AWS,Agile,PyTorch",11.14,33,4332
JOB_005885,Data Scientist,Amazon,Delhi,Small,Healthcare,12,PhD,2026-06-11 15:09:05.917937,"Excel,Angular,Java",22.5,112,1714
JOB_005886,Product Manager,Apple,Hyderabad,Small,Manufacturing,8,Master,2025-12-30 15:09:05.917938,"REST API,PostgreSQL,Node.js,Excel,Java,FastAPI,Communication",21.38,172,2107
JOB_005887,Data Engineer,Airbnb,Gurugram,Startup,Healthcare,10,Diploma,2026-09-14 15:09:05.917939,"JIRA,Python,PostgreSQL",15.02,183,3871
JOB_005888,AI/ML Engineer,Startup_D,Hyderabad,Small,Education,7,Bootcamp,2025-09-26 15:09:05.917941,"Azure,Node.js,SQL,Statistics,Problem Solving,Agile,PostgreSQL",19.55,461,4482
